City,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,Shipping Costs,State
Middletown,RD-197201406,Roger Demir,0,3/21/15,US-2015-RD19720140-42084,6457,OFF-PA-6546,27.882,2,Eastern US,61.96,Consumer,3/25/15,Standard Class,11,Connecticut
Milford,BT-116801406,Brian Thompson,0,4/22/14,CA-2014-BT11680140-41751,6460,OFF-PA-6571,24.8832,8,Eastern US,51.84,Consumer,4/22/14,Same Day,2.37,Connecticut
Milford,BT-116801406,Brian Thompson,0,4/22/14,CA-2014-BT11680140-41751,6460,OFF-AR-3837,4.4892,3,Eastern US,15.48,Consumer,4/22/14,Same Day,2.02,Connecticut
Milford,DR-128801406,Dan Reichenbach,0,6/30/15,CA-2015-DR12880140-42185,6460,FUR-BO-4668,185.2578,9,Eastern US,638.82,Corporate,7/3/15,First Class,19.99,Connecticut
Milford,DR-128801406,Dan Reichenbach,0,6/30/15,CA-2015-DR12880140-42185,6460,FUR-FU-3917,8.5544,2,Eastern US,25.16,Corporate,7/3/15,First Class,2.2,Connecticut
Milford,DR-128801406,Dan Reichenbach,0,6/30/15,CA-2015-DR12880140-42185,6460,OFF-SU-2964,7.9794,3,Eastern US,30.69,Corporate,7/3/15,First Class,1.94,Connecticut
Milford,RB-194651406,Rick Bensley,0,3/10/14,CA-2014-RB19465140-41708,6460,TEC-AC-5237,87.89,5,Eastern US,199.75,Home Office,3/14/14,Standard Class,6.96,Connecticut
Norwich,CP-120851406,Cathy Prescott,0,3/31/14,CA-2014-CP12085140-41729,6360,OFF-PA-6428,5.5566,1,Eastern US,11.34,Corporate,4/2/14,First Class,2.01,Connecticut
Norwich,IG-150851406,Ivan Gibson,0,4/9/13,CA-2013-IG15085140-41373,6360,OFF-AP-4717,144.3546,3,Eastern US,370.14,Consumer,4/14/13,Standard Class,24.22,Connecticut
Norwich,LW-171251406,Liz Willingham,0,6/9/15,CA-2015-LW17125140-42164,6360,OFF-BI-6401,5.0764,2,Eastern US,10.36,Consumer,6/15/15,Standard Class,1.7,Connecticut
Norwich,SC-200501406,Sample Company A,0,5/31/13,CA-2013-SC20050140-41425,6360,FUR-FU-2867,9.102,6,Eastern US,22.2,Home Office,6/7/13,Standard Class,1.67,Connecticut
Shelton,CD-127901406,Cynthia Delaney,0,11/27/14,CA-2014-CD12790140-41970,6484,OFF-PA-6515,6.4128,2,Eastern US,13.36,Home Office,11/29/14,First Class,4.92,Connecticut
Shelton,CD-127901406,Cynthia Delaney,0,11/27/14,CA-2014-CD12790140-41970,6484,TEC-AC-5233,14.9925,3,Eastern US,59.97,Home Office,11/29/14,First Class,2.89,Connecticut
Waterbury,AG-109001406,Arthur Gainer,0,5/18/14,CA-2014-AG10900140-41777,6708,FUR-FU-4024,17.324,4,Eastern US,173.24,Consumer,5/19/14,First Class,15.19,Connecticut
Waterbury,AG-109001406,Arthur Gainer,0,5/18/14,CA-2014-AG10900140-41777,6708,OFF-SU-2972,18.8993,7,Eastern US,65.17,Consumer,5/19/14,First Class,10.89,Connecticut
Waterbury,AG-109001406,Arthur Gainer,0,5/18/14,CA-2014-AG10900140-41777,6708,OFF-LA-3241,6.8714,2,Eastern US,14.62,Consumer,5/19/14,First Class,3.28,Connecticut
Waterbury,CP-123401406,Christine Phan,0,6/18/14,CA-2014-CP12340140-41808,6708,TEC-PH-6425,153.0819,3,Eastern US,566.97,Corporate,6/23/14,Standard Class,71.66,Connecticut
Waterbury,CP-123401406,Christine Phan,0,6/18/14,CA-2014-CP12340140-41808,6708,OFF-BI-4834,3.7412,2,Eastern US,7.96,Corporate,6/23/14,Standard Class,2.01,Connecticut
Waterbury,CP-123401406,Christine Phan,0,6/18/14,CA-2014-CP12340140-41808,6708,OFF-AR-5330,2.8536,3,Eastern US,9.84,Corporate,6/23/14,Standard Class,1.76,Connecticut
Waterbury,Dp-132401406,Dean percer,0,9/16/15,CA-2015-Dp13240140-42263,6708,OFF-ST-4089,10.8136,2,Eastern US,38.62,Home Office,9/22/15,Standard Class,5.18,Connecticut
Waterbury,Dp-132401406,Dean percer,0,9/16/15,CA-2015-Dp13240140-42263,6708,TEC-AC-5232,10.7964,2,Eastern US,59.98,Home Office,9/22/15,Standard Class,3.18,Connecticut
Waterbury,DB-133601406,Dennis Bolton,0,4/11/15,CA-2015-DB13360140-42105,6708,OFF-ST-5671,71.5375,5,Eastern US,286.15,Home Office,4/15/15,Standard Class,19.23,Connecticut
Waterbury,DB-133601406,Dennis Bolton,0,4/11/15,CA-2015-DB13360140-42105,6708,TEC-AC-5111,41.9958,1,Eastern US,99.99,Home Office,4/15/15,Standard Class,11.53,Connecticut
Waterbury,JF-154901406,Jeremy Farry,0,1/21/15,US-2015-JF15490140-42025,6708,OFF-AR-5304,1.0208,2,Eastern US,3.52,Consumer,1/27/15,Standard Class,1.28,Connecticut
Dover,GB-145301406,George Bell,0,5/9/14,CA-2014-GB14530140-41768,19901,FUR-FU-6225,42.392,2,Eastern US,211.96,Corporate,5/14/14,Second Class,20.29,Delaware
Dover,KH-163601406,Katherine Hughes,0,4/28/12,CA-2012-KH16360140-41027,19901,TEC-PH-6096,5.1948,2,Eastern US,19.98,Consumer,5/3/12,Standard Class,1.92,Delaware
Dover,LH-169001406,Lena Hernandez,0,6/21/14,CA-2014-LH16900140-41811,19901,TEC-AC-4874,4.95,3,Eastern US,45,Consumer,6/26/14,Standard Class,2.58,Delaware
Dover,LH-169001406,Lena Hernandez,0,6/21/14,CA-2014-LH16900140-41811,19901,TEC-PH-5085,6.104,2,Eastern US,21.8,Consumer,6/26/14,Standard Class,1.43,Delaware
Dover,LS-172301406,Lycoris Saunders,0,11/14/13,US-2013-LS17230140-41592,19901,FUR-FU-4227,26.649,3,Eastern US,76.14,Consumer,11/19/13,Standard Class,7.05,Delaware
Dover,LS-172301406,Lycoris Saunders,0,11/14/13,US-2013-LS17230140-41592,19901,OFF-BI-3277,9.3812,2,Eastern US,19.96,Consumer,11/19/13,Standard Class,1.56,Delaware
Dover,SV-203651406,Seth Vernon,0,1/12/12,CA-2012-SV20365140-40920,19901,FUR-FU-3923,3.0814,2,Eastern US,9.94,Consumer,1/15/12,First Class,2.69,Delaware
Dover,TT-212201406,Thomas Thornton,0,9/22/12,CA-2012-TT21220140-41174,19901,OFF-BI-4819,15.525,3,Eastern US,34.5,Consumer,9/24/12,First Class,7.4,Delaware
Dover,TT-212201406,Thomas Thornton,0,9/22/12,CA-2012-TT21220140-41174,19901,OFF-AR-5332,2.8536,3,Eastern US,9.84,Consumer,9/24/12,First Class,1.23,Delaware
Newark,BH-117101406,Brosina Hoffman,0,3/4/14,CA-2014-BH11710140-41702,19711,TEC-PH-5649,129.5865,5,Eastern US,479.95,Consumer,3/9/14,Standard Class,25.8,Delaware
Newark,BH-117101406,Brosina Hoffman,0,3/4/14,CA-2014-BH11710140-41702,19711,OFF-BI-4360,219.4514,7,Eastern US,447.86,Consumer,3/9/14,Standard Class,24.68,Delaware
Newark,BH-117101406,Brosina Hoffman,0,3/4/14,CA-2014-BH11710140-41702,19711,OFF-PA-6494,79.8912,3,Eastern US,166.44,Consumer,3/9/14,Standard Class,12.48,Delaware
Newark,CW-119051406,Carl Weiss,0,5/14/15,CA-2015-CW11905140-42138,19711,OFF-BI-4370,149.76,9,Eastern US,299.52,Home Office,5/19/15,Second Class,37.66,Delaware
Newark,CB-125351406,Claudia Bergmann,0,1/1/13,CA-2013-CB12535140-41275,19711,OFF-ST-5789,22.2352,2,Eastern US,85.52,Corporate,1/3/13,Second Class,15.81,Delaware
Newark,CB-125351406,Claudia Bergmann,0,1/1/13,CA-2013-CB12535140-41275,19711,OFF-PA-6515,9.6192,3,Eastern US,20.04,Corporate,1/3/13,Second Class,4.75,Delaware
Newark,CB-125351406,Claudia Bergmann,0,1/1/13,CA-2013-CB12535140-41275,19711,OFF-AR-5290,2.6568,3,Eastern US,9.84,Corporate,1/3/13,Second Class,2.77,Delaware
Newark,DB-135551406,Dorothy Badders,0,3/3/15,CA-2015-DB13555140-42066,19711,FUR-BO-3632,101.6508,2,Eastern US,441.96,Corporate,3/9/15,Standard Class,38.23,Delaware
Newark,DB-135551406,Dorothy Badders,0,3/3/15,CA-2015-DB13555140-42066,19711,OFF-FA-6129,27.2412,7,Eastern US,57.96,Corporate,3/9/15,Standard Class,4.61,Delaware
Newark,DB-135551406,Dorothy Badders,0,3/3/15,CA-2015-DB13555140-42066,19711,OFF-AR-5319,15.4752,3,Eastern US,59.52,Corporate,3/9/15,Standard Class,4.34,Delaware
Newark,DB-135551406,Dorothy Badders,0,3/3/15,CA-2015-DB13555140-42066,19711,OFF-FA-6129,33.3396,6,Eastern US,68.04,Corporate,3/9/15,Standard Class,3.29,Delaware
Newark,DB-136601406,Duane Benoit,0,6/16/12,CA-2012-DB13660140-41076,19711,TEC-MA-6302,31.0059,3,Eastern US,65.97,Consumer,6/22/12,Standard Class,4.05,Delaware
Newark,EM-141401406,Eugene Moren,0,3/7/13,CA-2013-EM14140140-41340,19711,TEC-PH-5089,170.5113,3,Eastern US,587.97,Home Office,3/10/13,First Class,31.55,Delaware
Newark,EM-141401406,Eugene Moren,0,3/7/13,CA-2013-EM14140140-41340,19711,TEC-AC-5237,52.734,3,Eastern US,119.85,Home Office,3/10/13,First Class,28.72,Delaware
Newark,EM-141401406,Eugene Moren,0,3/7/13,CA-2013-EM14140140-41340,19711,OFF-BI-6396,33.2544,2,Eastern US,69.28,Home Office,3/10/13,First Class,17.94,Delaware
Newark,EM-141401406,Eugene Moren,0,3/7/13,CA-2013-EM14140140-41340,19711,OFF-BI-4371,14.9156,2,Eastern US,30.44,Home Office,3/10/13,First Class,3.7,Delaware
Newark,HE-148001406,Harold Engle,0,7/9/15,CA-2015-HE14800140-42194,19711,OFF-AR-4796,45.487,5,Eastern US,174.95,Corporate,7/13/15,Standard Class,20.09,Delaware
Newark,HE-148001406,Harold Engle,0,12/6/14,CA-2014-HE14800140-41979,19711,OFF-EN-2852,51.5543,7,Eastern US,109.69,Corporate,12/11/14,Second Class,10.46,Delaware
Newark,HE-148001406,Harold Engle,0,7/9/15,CA-2015-HE14800140-42194,19711,TEC-AC-5178,58.179,5,Eastern US,141.9,Corporate,7/13/15,Standard Class,8.65,Delaware
Newark,HE-148001406,Harold Engle,0,7/9/15,CA-2015-HE14800140-42194,19711,FUR-FU-2864,5.8744,4,Eastern US,83.92,Corporate,7/13/15,Standard Class,6.28,Delaware
Newark,HE-148001406,Harold Engle,0,7/9/15,CA-2015-HE14800140-42194,19711,FUR-FU-6300,9.1954,2,Eastern US,39.98,Corporate,7/13/15,Standard Class,3.19,Delaware
Newark,HE-148001406,Harold Engle,0,7/9/15,CA-2015-HE14800140-42194,19711,OFF-AR-5303,8.673,7,Eastern US,28.91,Corporate,7/13/15,Standard Class,2.23,Delaware
Newark,HE-148001406,Harold Engle,0,12/6/14,CA-2014-HE14800140-41979,19711,FUR-FU-4110,6.432,1,Eastern US,13.4,Corporate,12/11/14,Second Class,1.96,Delaware
Newark,HE-148001406,Harold Engle,0,12/6/14,CA-2014-HE14800140-41979,19711,OFF-FA-6129,2.3406,1,Eastern US,4.98,Corporate,12/11/14,Second Class,1.76,Delaware
Newark,HK-148901406,Heather Kirkland,0,10/25/13,CA-2013-HK14890140-41572,19711,FUR-CH-4840,75.686,5,Eastern US,291.1,Corporate,10/30/13,Standard Class,16.51,Delaware
Newark,HK-148901406,Heather Kirkland,0,10/25/13,CA-2013-HK14890140-41572,19711,TEC-PH-3825,41.3374,1,Eastern US,158.99,Corporate,10/30/13,Standard Class,4.94,Delaware
Newark,HL-150401406,Hunter Lopez,0,11/18/15,CA-2015-HL15040140-42326,19711,TEC-CO-3691,5039.9856,3,Eastern US,10499.97,Consumer,11/23/15,Standard Class,363.19,Delaware
Newark,JL-152351406,Janet Lee,0,6/6/14,CA-2014-JL15235140-41796,19711,OFF-ST-6103,93.6988,2,Eastern US,360.38,Consumer,6/12/14,Standard Class,22.17,Delaware
Newark,JL-152351406,Janet Lee,0,6/6/14,CA-2014-JL15235140-41796,19711,OFF-AR-5291,2.79,2,Eastern US,11.16,Consumer,6/12/14,Standard Class,1.94,Delaware
Newark,JL-152351406,Janet Lee,0,6/6/14,CA-2014-JL15235140-41796,19711,OFF-LA-3327,6.8724,3,Eastern US,14.94,Consumer,6/12/14,Standard Class,1.62,Delaware
Newark,JJ-154451406,Jennifer Jackson,0,6/17/14,CA-2014-JJ15445140-41807,19711,OFF-LA-3240,4.536,3,Eastern US,9.45,Consumer,6/23/14,Standard Class,1.42,Delaware
Newark,JC-157751406,John Castell,0,12/20/12,CA-2012-JC15775140-41263,19711,OFF-LA-3212,7.9488,6,Eastern US,17.28,Consumer,12/24/12,Standard Class,1.89,Delaware
Newark,JD-161501406,Justin Deggeller,0,11/27/13,CA-2013-JD16150140-41605,19711,TEC-PH-3131,23.5116,3,Eastern US,83.97,Corporate,11/29/13,First Class,23.46,Delaware
Newark,JD-161501406,Justin Deggeller,0,11/27/13,CA-2013-JD16150140-41605,19711,TEC-AC-5589,7.3479,3,Eastern US,104.97,Corporate,11/29/13,First Class,18.83,Delaware
Newark,JM-161951406,Justin MacKendrick,0,11/15/14,US-2014-JM16195140-41958,19711,FUR-FU-6101,6.5736,4,Eastern US,19.92,Consumer,11/21/14,Standard Class,2.14,Delaware
Newark,JM-161951406,Justin MacKendrick,0,11/15/14,US-2014-JM16195140-41958,19711,OFF-PA-6312,7.567,5,Eastern US,16.45,Consumer,11/21/14,Standard Class,1.67,Delaware
Newark,KB-163151406,Karl Braun,0,8/25/12,CA-2012-KB16315140-41146,19711,FUR-FU-3006,4.0584,4,Eastern US,10.68,Consumer,8/31/12,Standard Class,1.86,Delaware
Newark,KB-163151406,Karl Braun,0,8/25/12,CA-2012-KB16315140-41146,19711,OFF-PA-6535,8.4966,3,Eastern US,17.34,Consumer,8/31/12,Standard Class,1.39,Delaware
Newark,KB-163151406,Karl Braun,0,8/25/12,CA-2012-KB16315140-41146,19711,OFF-PA-3328,1.5548,1,Eastern US,3.38,Consumer,8/31/12,Standard Class,1.22,Delaware
Newark,KL-166451406,Ken Lonsdale,0,11/13/13,CA-2013-KL16645140-41591,19711,FUR-BO-3409,56.9943,3,Eastern US,299.97,Consumer,11/19/13,Standard Class,29.79,Delaware
Newark,KL-166451406,Ken Lonsdale,0,11/13/13,CA-2013-KL16645140-41591,19711,TEC-PH-3509,94.4925,3,Eastern US,377.97,Consumer,11/19/13,Standard Class,19.42,Delaware
Newark,KL-166451406,Ken Lonsdale,0,11/13/13,CA-2013-KL16645140-41591,19711,TEC-PH-4883,43.1904,2,Eastern US,89.98,Consumer,11/19/13,Standard Class,6.67,Delaware
Newark,KL-166451406,Ken Lonsdale,0,11/13/13,CA-2013-KL16645140-41591,19711,OFF-PA-3013,19.8716,7,Eastern US,42.28,Consumer,11/19/13,Standard Class,3.35,Delaware
Newark,LE-168101406,Laurel Elliston,0,6/12/13,CA-2013-LE16810140-41437,19711,OFF-ST-5590,5.083,5,Eastern US,29.9,Consumer,6/17/13,Standard Class,2.37,Delaware
Newark,ME-177251406,Max Engle,0,12/1/15,CA-2015-ME17725140-42339,19711,OFF-AR-3550,45.2226,6,Eastern US,155.94,Consumer,12/5/15,Standard Class,9.49,Delaware
Newark,MC-181301406,Mike Caudle,0,11/7/13,CA-2013-MC18130140-41585,19711,OFF-FA-5717,0.5236,7,Eastern US,26.18,Corporate,11/10/13,Second Class,4.42,Delaware
Newark,MC-181301406,Mike Caudle,0,11/7/13,CA-2013-MC18130140-41585,19711,OFF-PA-5155,3.431,2,Eastern US,7.3,Corporate,11/10/13,Second Class,1.88,Delaware
Newark,MY-182951406,Muhammed Yedwab,0,10/22/14,CA-2014-MY18295140-41934,19711,OFF-BI-3309,3.564,4,Eastern US,7.92,Corporate,10/27/14,Standard Class,1.52,Delaware
Newark,PP-189551406,Paul Prost,0,8/25/12,US-2012-PP18955140-41146,19711,TEC-AC-5600,52.4895,3,Eastern US,149.97,Home Office,8/31/12,Standard Class,11.05,Delaware
Newark,PP-189551406,Paul Prost,0,8/25/12,US-2012-PP18955140-41146,19711,OFF-AR-5320,2.5056,3,Eastern US,8.64,Home Office,8/31/12,Standard Class,1.76,Delaware
Newark,PK-190751406,Pete Kriz,0,11/8/15,CA-2015-PK19075140-42316,19711,OFF-AP-4607,33.3102,7,Eastern US,100.94,Consumer,11/12/15,Standard Class,5.79,Delaware
Newark,SJ-205001406,Shirley Jackson,0,11/21/14,CA-2014-SJ20500140-41964,19711,OFF-BI-6392,62.916,3,Eastern US,128.4,Consumer,11/25/14,Standard Class,3.4,Delaware
Newark,SS-205151406,Shirley Schmidt,0,7/13/12,CA-2012-SS20515140-41103,19711,OFF-AP-3365,11.0544,1,Eastern US,39.48,Home Office,7/19/12,Standard Class,4.04,Delaware
Newark,TH-211151406,Thea Hudgings,0,9/22/12,CA-2012-TH21115140-41174,19711,OFF-BI-6411,5.4488,4,Eastern US,11.12,Corporate,9/26/12,Standard Class,1.7,Delaware
Newark,VM-218351406,Vivian Mathis,0,3/18/14,CA-2014-VM21835140-41716,19711,TEC-PH-5612,62.3904,2,Eastern US,129.98,Consumer,3/18/14,Same Day,25.63,Delaware
Newark,VM-218351406,Vivian Mathis,0,3/18/14,CA-2014-VM21835140-41716,19711,OFF-BI-2908,15.9446,2,Eastern US,32.54,Consumer,3/18/14,Same Day,9.1,Delaware
Newark,YS-218801406,Yana Sorensen,0,1/11/13,CA-2013-YS21880140-41285,19711,OFF-ST-3981,120.9468,3,Eastern US,465.18,Corporate,1/17/13,Standard Class,29.63,Delaware
Newark,YC-218951406,Yoseph Carroll,0,11/16/12,CA-2012-YC21895140-41229,19711,OFF-ST-6020,792.2691,7,Eastern US,2934.33,Corporate,11/21/12,Standard Class,428.8,Delaware
Newark,YC-218951406,Yoseph Carroll,0,11/16/12,CA-2012-YC21895140-41229,19711,FUR-FU-4044,14.9292,3,Eastern US,124.41,Corporate,11/21/12,Standard Class,9.41,Delaware
Newark,YC-218951406,Yoseph Carroll,0,11/16/12,CA-2012-YC21895140-41229,19711,OFF-AR-3960,26.565,5,Eastern US,57.75,Corporate,11/21/12,Standard Class,5.68,Delaware
Wilmington,CA-122651406,Christina Anderson,0,9/23/15,CA-2015-CA12265140-42270,19805,TEC-PH-4382,113.6742,2,Eastern US,391.98,Consumer,9/25/15,First Class,155.34,Delaware
Wilmington,GR-145601406,Georgia Rosenberg,0,11/18/12,US-2012-GR14560140-41231,19805,FUR-BO-5965,235.9524,6,Eastern US,1025.88,Corporate,11/24/12,Standard Class,90.12,Delaware
Wilmington,GR-145601406,Georgia Rosenberg,0,11/18/12,US-2012-GR14560140-41231,19805,OFF-BI-5636,102.2784,7,Eastern US,213.08,Corporate,11/24/12,Standard Class,10.63,Delaware
Wilmington,GR-145601406,Georgia Rosenberg,0,11/18/12,US-2012-GR14560140-41231,19805,OFF-LA-3219,4.5816,2,Eastern US,9.96,Corporate,11/24/12,Standard Class,1.56,Delaware
Wilmington,GR-145601406,Georgia Rosenberg,0,11/18/12,US-2012-GR14560140-41231,19805,OFF-LA-3199,10.8,6,Eastern US,22.5,Corporate,11/24/12,Standard Class,1.44,Delaware
Wilmington,IL-151001406,Ivan Liston,0,2/5/13,CA-2013-IL15100140-41310,19805,FUR-CH-5423,266.4522,9,Eastern US,1268.82,Consumer,2/12/13,Standard Class,89.3,Delaware
Wilmington,IL-151001406,Ivan Liston,0,2/5/13,CA-2013-IL15100140-41310,19805,FUR-BO-4668,82.3368,4,Eastern US,283.92,Consumer,2/12/13,Standard Class,22.89,Delaware
Wilmington,IL-151001406,Ivan Liston,0,2/5/13,CA-2013-IL15100140-41310,19805,OFF-AR-5915,1.7608,2,Eastern US,5.68,Consumer,2/12/13,Standard Class,2.03,Delaware
Wilmington,LB-167951406,Laurel Beltran,0,8/1/15,CA-2015-LB16795140-42217,19805,OFF-BI-4274,390.977,5,Eastern US,849.95,Home Office,8/5/15,Standard Class,63.11,Delaware
Wilmington,LB-167951406,Laurel Beltran,0,8/1/15,CA-2015-LB16795140-42217,19805,OFF-PA-3304,5.5392,1,Eastern US,11.54,Home Office,8/5/15,Standard Class,1.71,Delaware
Wilmington,LB-167951406,Laurel Beltran,0,8/1/15,CA-2015-LB16795140-42217,19805,OFF-BI-3506,5.3949,3,Eastern US,11.01,Home Office,8/5/15,Standard Class,1.54,Delaware
Wilmington,MM-172601406,Magdelene Morse,0.3,7/16/15,CA-2015-MM17260140-42201,19805,FUR-TA-4615,-48.7839,3,Eastern US,310.443,Consumer,7/20/15,Standard Class,30.32,Delaware
Wilmington,MM-172601406,Magdelene Morse,0,7/16/15,CA-2015-MM17260140-42201,19805,OFF-BI-4365,13.0095,3,Eastern US,26.55,Consumer,7/20/15,Standard Class,1.39,Delaware
Wilmington,PW-192401406,Pierre Wener,0,11/23/13,CA-2013-PW19240140-41601,19805,TEC-PH-5363,89.3142,2,Eastern US,307.98,Consumer,11/25/13,Second Class,33.33,Delaware
Wilmington,PW-192401406,Pierre Wener,0,11/23/13,CA-2013-PW19240140-41601,19805,OFF-PA-6590,18.6624,6,Eastern US,38.88,Consumer,11/25/13,Second Class,5.66,Delaware
Wilmington,PW-192401406,Pierre Wener,0,11/23/13,CA-2013-PW19240140-41601,19805,OFF-PA-2856,20.727,6,Eastern US,44.1,Consumer,11/25/13,Second Class,3.49,Delaware
Wilmington,PW-192401406,Pierre Wener,0,11/23/13,CA-2013-PW19240140-41601,19805,OFF-FA-6129,7.7832,2,Eastern US,16.56,Consumer,11/25/13,Second Class,2.04,Delaware
Wilmington,PW-192401406,Pierre Wener,0,11/23/13,CA-2013-PW19240140-41601,19805,OFF-AR-5907,5.6416,4,Eastern US,13.12,Consumer,11/25/13,Second Class,1.81,Delaware
Wilmington,SC-207251406,Steven Cartwright,0,6/13/14,CA-2014-SC20725140-41803,19805,OFF-ST-3840,63.4368,6,Eastern US,226.56,Consumer,6/16/14,First Class,40.25,Delaware
Wilmington,SC-207251406,Steven Cartwright,0,6/13/14,CA-2014-SC20725140-41803,19805,OFF-EN-4430,51.759,9,Eastern US,115.02,Consumer,6/16/14,First Class,33.99,Delaware
Wilmington,SC-207251406,Steven Cartwright,0,6/13/14,CA-2014-SC20725140-41803,19805,FUR-FU-3157,18.3456,3,Eastern US,47.04,Consumer,6/16/14,First Class,17.37,Delaware
Wilmington,SC-207251406,Steven Cartwright,0,6/13/14,CA-2014-SC20725140-41803,19805,OFF-BI-3983,13.878,4,Eastern US,30.84,Consumer,6/16/14,First Class,12.75,Delaware
Wilmington,SC-207251406,Steven Cartwright,0,6/13/14,CA-2014-SC20725140-41803,19805,TEC-PH-4972,19.7316,7,Eastern US,68.04,Consumer,6/16/14,First Class,7.11,Delaware
Wilmington,SF-209651406,Sylvia Foulston,0,10/5/13,CA-2013-SF20965140-41552,19805,OFF-ST-5595,21.714,5,Eastern US,77.55,Corporate,10/8/13,Second Class,4.27,Delaware
Wilmington,TS-213701406,Todd Sumrall,0,7/11/13,CA-2013-TS21370140-41466,19805,TEC-PH-6365,193.32,2,Eastern US,716,Corporate,7/12/13,First Class,48.03,Delaware
Wilmington,TS-213701406,Todd Sumrall,0,7/11/13,CA-2013-TS21370140-41466,19805,OFF-BI-6322,103.8982,7,Eastern US,221.06,Corporate,7/12/13,First Class,29.93,Delaware
Wilmington,TS-213701406,Todd Sumrall,0.3,7/11/13,CA-2013-TS21370140-41466,19805,FUR-TA-5066,-37.1124,4,Eastern US,199.836,Corporate,7/12/13,First Class,26.42,Delaware
Washington,DA-134501406,Dianna Arnett,0,1/13/15,US-2015-DA13450140-42017,20016,FUR-FU-4329,15.8256,2,Eastern US,37.68,Home Office,1/18/15,Second Class,4.62,District of Columbia
Washington,DA-134501406,Dianna Arnett,0,1/13/15,US-2015-DA13450140-42017,20016,OFF-PA-6505,19.2384,6,Eastern US,40.08,Home Office,1/18/15,Second Class,2.56,District of Columbia
Washington,GT-147101406,Greg Tran,0,4/27/13,CA-2013-GT14710140-41391,20016,FUR-CH-4396,316.8825,3,Eastern US,1267.53,Consumer,5/3/13,Standard Class,83.04,District of Columbia
Washington,GT-147101406,Greg Tran,0,4/27/13,CA-2013-GT14710140-41391,20016,TEC-MA-3813,648.5624,8,Eastern US,1379.92,Consumer,5/3/13,Standard Class,75.71,District of Columbia
Washington,GT-147101406,Greg Tran,0,4/27/13,CA-2013-GT14710140-41391,20016,OFF-FA-6129,8.8686,3,Eastern US,22.74,Consumer,5/3/13,Standard Class,1.42,District of Columbia
Washington,TB-212801406,Toby Braunhardt,0,5/27/14,CA-2014-TB21280140-41786,20016,FUR-FU-2877,17.3754,3,Eastern US,41.37,Consumer,6/2/14,Standard Class,3.55,District of Columbia
Washington,TB-212801406,Toby Braunhardt,0,5/27/14,CA-2014-TB21280140-41786,20016,OFF-PA-6222,5.842,2,Eastern US,12.7,Consumer,6/2/14,Standard Class,1.77,District of Columbia
Washington,TB-212801406,Toby Braunhardt,0,5/27/14,CA-2014-TB21280140-41786,20016,OFF-BI-6412,4.4344,2,Eastern US,9.64,Consumer,6/2/14,Standard Class,1.14,District of Columbia
Washington,TB-212801406,Toby Braunhardt,0,5/27/14,CA-2014-TB21280140-41786,20016,OFF-PA-6357,9.3312,3,Eastern US,19.44,Consumer,6/2/14,Standard Class,1.07,District of Columbia
Washington,TC-214751406,Tony Chapman,0,12/6/14,CA-2014-TC21475140-41979,20016,OFF-AR-3444,13.2288,8,Eastern US,33.92,Home Office,12/11/14,Second Class,1.86,District of Columbia
Apopka,CK-122051408,Chloris Kastensmidt,0.2,7/27/12,CA-2012-CK12205140-41117,32712,FUR-FU-3908,12.9888,6,Southern US,129.888,Consumer,7/27/12,Same Day,24.59,Florida
Apopka,CK-122051408,Chloris Kastensmidt,0.2,7/27/12,CA-2012-CK12205140-41117,32712,OFF-EN-2848,16.5186,7,Southern US,48.944,Consumer,7/27/12,Same Day,10.66,Florida
Apopka,CK-122051408,Chloris Kastensmidt,0.2,7/27/12,CA-2012-CK12205140-41117,32712,OFF-FA-5466,5.191,5,Southern US,14.32,Consumer,7/27/12,Same Day,1.84,Florida
Apopka,LB-167951408,Laurel Beltran,0.2,11/12/14,CA-2014-LB16795140-41955,32712,OFF-AP-5937,50.3658,3,Southern US,671.544,Home Office,11/16/14,Standard Class,50.61,Florida
Apopka,LB-167951408,Laurel Beltran,0.7,11/12/14,CA-2014-LB16795140-41955,32712,OFF-BI-4837,-6.9216,2,Southern US,9.888,Home Office,11/16/14,Standard Class,1.15,Florida
Apopka,RP-198551408,Roy Phan,0.7,5/18/14,US-2014-RP19855140-41777,32712,OFF-BI-4357,-21.6144,6,Southern US,27.018,Corporate,5/22/14,Standard Class,1.79,Florida
Apopka,RP-198551408,Roy Phan,0.7,5/18/14,US-2014-RP19855140-41777,32712,OFF-BI-5643,-2.1648,2,Southern US,2.952,Corporate,5/22/14,Standard Class,1.27,Florida
Boca Raton,MS-173651408,Maribeth Schnelling,0.2,9/21/12,CA-2012-MS17365140-41173,33433,OFF-LA-3270,1.6704,2,Southern US,4.608,Consumer,9/23/12,Second Class,1.19,Florida
Boca Raton,VM-218351408,Vivian Mathis,0.7,6/15/14,CA-2014-VM21835140-41805,33433,OFF-BI-4370,-26.624,4,Southern US,39.936,Consumer,6/18/14,First Class,4.63,Florida
Boca Raton,VM-218351408,Vivian Mathis,0.2,6/15/14,CA-2014-VM21835140-41805,33433,TEC-AC-6343,2.308,2,Southern US,18.464,Consumer,6/18/14,First Class,1.73,Florida
